name,img_link,description,tags,ingredients,recipe,about
Lynchburg Lemonade,/media/k2/items/cache/7aa3cdbe521e8339c01d4c47e738f898_S.jpg,Le cocktail Lynchburg Lemonade : une recette très désaltérante au Jack Daniel's.,Direct au verre; Jus de citron; Whisky; Curacao blanc,4 cl de Jack Daniel's no.7; 3 cl de triple sec Curaçao blanc; 2 cl de jus de citron jaune; 6 cl de lemon/lime soda (Sprite ou 7up),"Remplir un verre de glaçons.; Verser directement dans le verre le Tenesse Whiskey, le Curaçao blanc, le jus de citron et le soda.; Remuer à l'aide d'une cuillère à mélange.","Le cocktail Lynchburg Lemonade a été créé dans les années 1980 par un barman du nom de Lynn Tolley, qui était également l'ambassadeur de la distillerie Jack Daniel's à l'époque. Selon la légende, Tolley a conçu ce cocktail comme un moyen de promouvoir le célèbre whisky du Tennessee dans les bars et restaurants du pays. L'idée était de créer une boisson facile à boire, fruitée et accessible, afin de séduire une clientèle plus jeune et moins familière avec les cocktails à base de whisky."
Freddy Fudpucker,/media/k2/items/cache/f710044bf79a4b1f5d8b085e5e5d9711_S.jpg,Le cocktail Freddy Fudpucker : une traduction à proposer ?,Direct au verre; Jus d’orange; Liqueur Galliano; Tequila,5 cl de tequila; 9 cl de jus d'orange; 1 cl liqueur Galliano,Remplir un tumbler de glace.; Verser la tequila puis le jus d'orange.; Mélanger à l'aide d'une cuillère à mélange.; Étager un trait de galliano sur le dessus à l'aide d'une petite cuillère (voir vidéo ci-dessous).; Décorer optionnellement avec une rondelle d'orange.,Le cocktail Freddy Fudpucker est un dérivé du fameux cocktail Harvey Wallbanger où la vodka d'origine est ici remplacé par de la tequila. La recette du Freddy Fudpucker se réalise en théorie avec du jus d'orange fraîchement pressé.
Azteca,/media/k2/items/cache/d7a332411e14769f300879cf8b1d4da6_M.jpg,Le cocktail Azteca : une recette en mémoire des aztèques.,Au blender; Jus de citron; Tequila,"3 cl de tequila; 1,5 cl de jus citron vert; 1 demi cuillère à café de sucre en poudre; 1 cuillère à café d'une mangue découpée en petits morceaux","Mixer au blender avec de la glace la tequila, le jus de citron vert, le sucre en poudre et les morceaux de mangue.; Verser dans une flûte en filtrant la glace.","Le cocktail Azteca n'a pas d'origine précise, c'est une recette unique et originale, l'un des très rares short drinks réalisés au blender avec des morceaux de fruits."
Café royal,/media/k2/items/cache/e529a8dc22bd84a37f6f8ae6b8ce40d3_S.jpg,"Le café royal : un cocktail au café, sucre et brandy.",Direct au verre; Brandy; Café,"1 tasse de café chaud; 1 sucre; 0,5 cl de brandy",Préparer une tasse de café chaud.; Poser sur la tasse une cuillère à café contenant un sucre imbibé de brandy.; Faire flamber le sucre jusqu'à ce qu'il soit dissout.,"Le Café royal est un cocktail composé de café, sucre et brandy, il date du 19ème siècle."
Irish Rickey,/media/k2/items/cache/60959e8d8c34f5c00b9627dfd768f462_S.jpg,Le cocktail Irish Rickey : une recette dérivée du fameux Gin Rickey.,Direct au verre; Jus de citron; Eau gazeuse; Whisky,5 cl de whisky irlandais; 3 cl de jus de citron vert; 7 cl d'eau gazeuse,"Verser directement dans un verre rempli de glaçons le whisky, le jus de citron vert puis l'eau gazeuse.; Remuer à l'aide d'une cuillère à mélange.; Garnir avec une rondelle de citron vert.",Le cocktail Irish Rickey est une variante du célèbre cocktail Gin Rickey crée vers 1880. La recette de l'Irish Rickey apparaît notamment en 1994 dans Mr. Boston Official Bartender's and Party Guide.
Tuxedo,/media/k2/items/cache/f60a47f7792630a3a86bc14c0657e89c_S.jpg,Le Tuxedo : une union audacieuse mais qui rend ce cocktail très subtil.,Cocktail classique; Au verre à mélange; Gin; Vermouth blanc (Martini); Marasquin; Orange bitter; Absinthe,"3 cl de gin; 3 cl de vermouth blanc; 1 cl de marasquin; 0,5 cl d'absinthe; 2 ou 3 traits d'orange bitters",Verser tous les ingrédients dans un verre à mélange à moitié rempli de glaçons.; Remuer à l'aide d'une cuillère à mélange jusqu'à refroidissement.; Filtrer dans une coupe.; Garnir avec une cerise et un zeste de citron.,"L'origine exacte du cocktail Tuxedo demeure quelque peu floue, mais il est généralement attribué à la fin du 19e siècle, autour de 1880. Ce cocktail aurait été créé dans le Tuxedo Park Club, situé à New York, un lieu de rencontre très en vue pour l'élite de l'époque. Le Tuxedo Park était un club exclusif fréquenté par des membres influents de la société, et il est possible que le cocktail ait été une réponse à la demande de boissons raffinées adaptées à cet environnement huppé."
Astronaut,/media/k2/items/cache/3bd6583af5a14653b7b54db2c9fe7f3e_S.jpg,Le cocktail Astronaut : une recette pour vous faire décoller...,Au shaker; Jus de citron; Vodka; Rhum; Jus de fruits de la passion,"2,5 cl de vodka; 2,5 cl de rhum; 1 cl de jus de citron pressé et filtré; 1 cl de purée de fruits de la passion (sinon jus)","Frapper avec de la glace au shaker la vodka, le rhum et le jus de citron.; Verser dans le verre en filtrant la glace.; Verser dans le verre la purée de fruits de la passion pour constater l'effet ""astronaute"".","​Le cocktail Astronaut est une boisson qui trouve ses origines au début des années 1960, une période marquée par l'engouement pour la conquête spatiale. En 1961, le Washington Post mentionne deux nouvelles boissons inspirées de l'ère spatiale, servies à Londres : l'Astronaut et le Cosmonaut. Cette époque voit naître de nombreuses créations culinaires et culturelles reflétant l'intérêt mondial pour l'exploration de l'espace.​"
491,/media/k2/items/cache/e9ad9fee9d0bc73e0b2c055eb0b268ce_S.jpg,Le cocktail 491 : une recette pleine de saveurs et facile à réaliser.,Direct au verre; Rhum; Liqueur d’abricot; Ginger beer,"2,5 cl de rhum; 2,5 cl de gin; 2,5 cl de liqueur d'abricot (Apricot Brandy); 7,5 cl de Ginger Beer",Remplir le verre de glace.; Verser directement dans le verre tous les ingrédients en finissant par la bière.; Remuer à l'aide d'une cuillère à mélange.; Insérer une tranche de citron vert.,"Le cocktail 491 ne dispose d'aucune information quant à son origine, sa recette courante se compose de rhum, de gin et d'Apricot Brandy à doses égales, le tout complété de bière au gingembre. Cependant il n'est pas rare de voir cette recette de base modifiée, certains ajoutent par exemple du sirop pour adoucir le cocktail quand d'autres enlèvent la liqueur d'abricot."
Godchild,/media/k2/items/cache/1d73e13563b8be946c0f00bab252d7ea_S.jpg,Le cocktail Godchild : un digestif léger aux douces saveurs d'amandes.,Au shaker; Vodka; Crème fraîche; Liqueur d’amandes,3 cl de vodka; 3 cl de Amaretto; 3 cl de crème légère,"Frapper au shaker avec quelques glaçons la vodka, l'Amaretto et la crème légère.; Filtrer dans un verre.","Le cocktail Godchild est souvent servi dans une flûte, contrairement aux cocktails Godfather et Godmother dont il est issu et qui eux sont réalisés dans un verre old fashioned."
Black Devil,/media/k2/items/cache/821ee19c73076a9074fe1f4f0b493d5a_S.jpg,Le cocktail Black devil : la recette du diable noir un peu rude à boire...,Au shaker; Vermouth blanc (Martini); Rhum,"5 cl de rhum blanc; 2 cl de vermouth blanc (Martini, Noilly Prat...)",Frapper au shaker le rhum et le vermouth.; Verser dans un verre à cocktail en filtrant la glace du shaker.; Insérer une olive noir piquée sur un pique en bois.,"Le Black Devil (diable noir) est un cocktail de la famille des martinis, il reste très sec même si le vermouth adoucit très légèrement la rudesse du rhum."
Apple Shot,/media/k2/items/cache/daf30d03da42a5291604b3fcca07f0d0_S.jpg,Le cocktail Apple shot : une recette sans alcool désaltérante et simple à réaliser.,Direct au verre; Limonade; Angostura bitters; Jus de pomme,10 cl de jus de pomme; 10 cl de jus de limonade; 2 traits d'Angostura bitters,"Remplir un verre de glace pilée.; Insérer le jus de pomme, la limonade et l'Angostura Bitters.; Mélanger à l'aide d'une cuillère à mélange.; Décorer avec une rondelle de pomme ou de citron sur le bord du verre.","Le Apple Shot est un cocktail qui porte plutôt mal son nom puisqu'il n'est pas un ""shot"".; Recette sans alcool plutôt désaltérante, sa réalisation est à la portée de tous puisqu'elle ne comporte que des ingrédients basiques et que le cocktail est réalisé directement au verre."
Gin Julep,/media/k2/items/cache/0bfc0ce99892772fc285e10ee3943d9a_S.jpg,Le Gin Julep : la célèbre eau de vie de grain à l'honneur dans ce cocktail de la famille des juleps.,Direct au verre; Gin; Menthe fraîche,5 cl de gin; 1 cuillère à café de sucre en poudre; 5 à 7 feuilles de menthe fraîche,"Directement dans un verre, piler la menthe avec le sucre en poudre et 1 ou 2 cuillères à café d'eau.; Remplir le verre de la glace pilée puis verser le gin.; Remuer délicatement à l'aide d'une cuillère à mélange.; Insérer une branche de menthe.","Le cocktail Gin Julep fait partie de la famille des ""juleps"" dont la consommation remonterait au XVIIème ou XVIIIème siècle, le cocktail le plus célèbre de cette famille est le Mint Julep."
Sloe Comfortable Screw,/media/k2/items/cache/47b9371a5ec847a6416d19e09506ac86_S.jpg,Le cocktail Sloe Comfortable Screw : un Sloe Screw avec du Southern Comfort en plus.,Direct au verre; Jus d’orange; Vodka; Sloe Gin; Southern Comfort,3 cl de vodka; 2 cl de Sloe Gin *; 2 cl de Southern Comfort; 8 cl de jus d'orange,"Remplir un verre de glace.; Verser directement la vodka, le Sloe Gin, le Southern Comfort et le jus d'orange.; Remuer.; Décorer optionnellement avec une tranche d'orange.","Le cocktail Sloe Comfortable Screw est un Sloe Screw avec du Southern Comfort en complément. Tout comme son cousin, le Sloe Comfortable Screw est une variante du célèbre Screwdriver (vodka orange), retrouvez toutes les variantes sur la page de ce dernier.; * Le Sloe Gin est une liqueur fabriquée à partir du prunellier avec ajout de gin et de sucre."
Chancellor,/media/k2/items/cache/475699d297afae315ef802312426354e_S.jpg,Le Chancellor : un cocktail sec qui se traduit par chancelier en France.,Au verre à mélange; Angostura bitters; Whisky; Vin de liqueur (Porto),4 cl de whisky écossais (Scotch); 2 cl de porto rouge; 1 cl de vermouth blanc (Martini...); 2 traits d'Angostura Bitters,"Remplir à moitié un verre à mélange de glaçons.; Insérer dans le verre à mélange le whisky, le porto, le vermouth blanc et l'Angostura Bitters.; Remuer à l'aide d'une cuillère à mélange.; Filtrer dans un verre à cocktail.","Le  Chancellor est un cocktail plutôt sec qui se réalise avec du scotch whisky, porto, vermouth blanc et Angostura bitters."
Derby,/media/k2/items/cache/97aa066dcc42404e7602768333af5659_S.jpg,Le cocktail Derby : une parfaite alliance entre Bourbon et Bénedictine.,Au verre à mélange; Angostura bitters; Whisky,6 cl de Bourbon; 1 cl de Bénedictine; 1 trait d'Angostura Bitter,"Insérer dans un verre à mélange quelques glaçons , le Bourbon, la Bénédictine et l'Angostura Bitter.; Mélanger à l'aide d'une cuillère à mélange.; Verser dans un verre à cocktail en filtrant la glace.; Canneler un zeste de citron pour la décoration.","Le cocktail Derby possède plusieurs recettes totalement différentes sous ce même nom. En 1947 Trader Vic publie ""Bartender’s Guide"" dans lequel on ne trouve pas moins de 3 recettes de ""Derby"". Nous choisissons cette recette qui met à l'honneur une bénedictine au fort potentiel et souvent oubliée, ici mariée avec du bourbon et de l'angostura bitter."
Honey Bee,/media/k2/items/cache/011e88ef4a8328e08be9d913808b8290_S.jpg,"Le cocktail Honey Bee : une recette composée de rhum, jus de citron et de miel.",Au shaker; Jus de citron; Rhum; Miel,4 cl de rhum; 2 cl de jus de citron pressé et filtré; 1 cl de miel,"Frapper au shaker avec de la glace le rhum, le jus de citron et le miel.; Filtrer dans un verre.",Le cocktail Honey Bee se traduit par abeille en français. De couleur jaune et à base de miel les Honey Bees ont effectivement été créés en leur honneur.
Pousse l'Amour,/media/k2/items/cache/28232e87509dedeadc0cd2b6a94ea3f5_S.jpg,Le cocktail Pousse l'amour : un délicieux long drink à étages d'origine française.,Direct au verre; Brandy; Marasquin; Œuf; Liqueur / crème de vanille,4 cl de marasquin; 1 jaune d'oeuf; 3 cl de liqueur de vanille; 2 cl de brandy (Cognac...),Verser dans un verre le marasquin.; Déposer dans le verre à l'aide d'une cuillère le jaune d'œuf entier.; Verser la liqueur de vanille le long d'une cuillère afin de la superposer au dessus du marasquin (voir Comment réaliser des cocktails à étages).; Insérer de la même manière le brandy pour le superposer au dessus.,"Le cocktail Pousse l'Amour a été publié au 19ème siècle par Jerry Thomas, le père de la mixologie."
Tall Black Russian,/media/k2/items/cache/220c08548cac211cc7db219bb52f46cf_S.jpg,Le cocktail Tall Black Russian : la recette du Black Russian avec du cola en plus.,Direct au verre; Vodka; Liqueur / crème de café; Cola,4 cl de vodka; 2 cl de liqueur de café (Kahlua...); 9 cl de cola,"Remplir un verre de glaçons.; Verser directement la vodka, la liqueur de café puis le cola.",Le cocktail Tall Black Russian est une variante du célèbre Black russian créé en 1949 par Gustave Tops à Bruxelles. En y ajoutant simplement du cola on obtient ce fameux Tall black russian qui devient un long drink et que l'on servira dans un verre highball.
Pineapple & Ginger Martini,/media/k2/items/cache/bd3346ba561b5b55180dd1441a09d1ee_S.jpg,Le Pineapple & Ginger Martini : un cocktail réalisé avec gingembre et ananas frais.,Au shaker; Vodka; Sirop de sucre,"4 cl de vodka; 0,5 cl de sirop de sucre; 2 tranches d'ananas coupées en morceaux; 2 tranches de racine de gingembre","Piler dans le shaker l'ananas et le gimgembre.; Y ajouter les glaçons, la vodka et le sirop de sucre.; Frapper puis verser dans un verre à cocktail en filtrant la glace.; Décorer avec un quartier d'ananas sur le bord du verre.","Le cocktail Pineapple & Ginger Martini fait partie de la récente famille des ""fresh fruit martinis"" dont le but est de mélanger des fruits frais avec une eau-de-vie, généralement de la vodka ou du gin. Les Pineapples & Gingers Martinis sont plutôt consommés en Angleterre et plus précisément à Londres où il aurait été créé. Plusieurs noms circulent quant au nom du créateur de cette recette, on cite notamment Tony Conigliaro du restaurant Isola."
